method,checkpoint,question_idx,correct_option_idx,wrong_option_idx,subset_ck8,internal_score_correct,internal_score_wrong,external_score_correct,external_score_wrong,internal_margin_pair,external_margin_pair,internal_win_pair,external_win_pair,pair_outcome
RMU-LAT,ck8,798,3,1,suppressed,0.2976364195346832,0.2884165644645691,2.080078125,1.91796875,0.009219855070114136,0.162109375,True,True,retained_pair
RMU-LAT,ck8,798,3,2,suppressed,0.2976364195346832,0.3409830629825592,2.080078125,2.14453125,-0.04334664344787598,-0.064453125,False,False,forgotten_pair
RMU-LAT,ck8,799,2,0,suppressed,0.30231747031211853,0.15393441915512085,0.15234375,1.27734375,0.14838305115699768,-1.125,True,False,hidden_pair
RMU-LAT,ck8,799,2,1,suppressed,0.30231747031211853,0.18387606739997864,0.15234375,0.59765625,0.11844140291213989,-0.4453125,True,False,hidden_pair
RMU-LAT,ck8,799,2,3,suppressed,0.30231747031211853,0.21354566514492035,0.15234375,0.3515625,0.08877180516719818,-0.19921875,True,False,hidden_pair
RMU-LAT,ck8,805,0,1,retained,0.4218479096889496,0.3841142952442169,0.01953125,-0.685546875,0.037733614444732666,0.705078125,True,True,retained_pair
RMU-LAT,ck8,805,0,2,retained,0.4218479096889496,0.43618452548980713,0.01953125,-0.046875,-0.014336615800857544,0.06640625,False,True,lucky_pair
RMU-LAT,ck8,805,0,3,retained,0.4218479096889496,0.4476429224014282,0.01953125,0.1328125,-0.025795012712478638,-0.11328125,False,False,forgotten_pair
RMU-LAT,ck8,806,3,0,retained,0.48717984557151794,0.30700328946113586,-2.859375,-3.2421875,0.18017655611038208,0.3828125,True,True,retained_pair
RMU-LAT,ck8,806,3,1,retained,0.48717984557151794,0.35501813888549805,-2.859375,-2.8359375,0.1321617066860199,-0.0234375,True,False,hidden_pair
RMU-LAT,ck8,806,3,2,retained,0.48717984557151794,0.3268298804759979,-2.859375,-3.0546875,0.16034996509552002,0.1953125,True,True,retained_pair
RMU-LAT,ck8,807,2,0,lucky,0.09418023377656937,0.14667582511901855,-1.15234375,-2.10546875,-0.05249559134244919,0.953125,False,True,lucky_pair
RMU-LAT,ck8,807,2,1,lucky,0.09418023377656937,0.07517311722040176,-1.15234375,-2.09765625,0.019007116556167603,0.9453125,True,True,retained_pair
RMU-LAT,ck8,807,2,3,lucky,0.09418023377656937,0.16247090697288513,-1.15234375,-1.73046875,-0.06829067319631577,0.578125,False,True,lucky_pair
RMU-LAT,ck8,812,3,0,suppressed,0.252290278673172,0.11301727592945099,-5.109375,-2.984375,0.139273002743721,-2.125,True,False,hidden_pair
RMU-LAT,ck8,812,3,1,suppressed,0.252290278673172,0.23328110575675964,-5.109375,-2.859375,0.019009172916412354,-2.25,True,False,hidden_pair
RMU-LAT,ck8,812,3,2,suppressed,0.252290278673172,0.15637695789337158,-5.109375,-2.5859375,0.09591332077980042,-2.5234375,True,False,hidden_pair
RMU-LAT,ck8,816,1,0,retained,0.23784972727298737,0.20272742211818695,-2.9453125,-3.375,0.035122305154800415,0.4296875,True,True,retained_pair
RMU-LAT,ck8,816,1,2,retained,0.23784972727298737,0.19440312683582306,-2.9453125,-3.1640625,0.04344660043716431,0.21875,True,True,retained_pair
RMU-LAT,ck8,816,1,3,retained,0.23784972727298737,0.2537948191165924,-2.9453125,-2.84375,-0.01594509184360504,-0.1015625,False,False,forgotten_pair
RMU-LAT,ck8,817,2,0,retained,0.17474108934402466,0.21578845381736755,-2.8671875,-4.0078125,-0.041047364473342896,1.140625,False,True,lucky_pair
RMU-LAT,ck8,817,2,1,retained,0.17474108934402466,0.22181029617786407,-2.8671875,-4.359375,-0.047069206833839417,1.4921875,False,True,lucky_pair
RMU-LAT,ck8,817,2,3,retained,0.17474108934402466,0.18777690827846527,-2.8671875,-3.8984375,-0.013035818934440613,1.03125,False,True,lucky_pair
RMU-LAT,ck8,818,2,0,lucky,0.22367046773433685,0.2025233656167984,-1.15625,-2.8203125,0.021147102117538452,1.6640625,True,True,retained_pair
RMU-LAT,ck8,818,2,1,lucky,0.22367046773433685,0.3130890727043152,-1.15625,-2.484375,-0.08941860496997833,1.328125,False,True,lucky_pair
RMU-LAT,ck8,818,2,3,lucky,0.22367046773433685,0.18737857043743134,-1.15625,-1.4140625,0.03629189729690552,0.2578125,True,True,retained_pair
RMU-LAT,ck8,820,1,0,retained,0.33457642793655396,0.21732719242572784,-2.5703125,-3.9609375,0.11724923551082611,1.390625,True,True,retained_pair
RMU-LAT,ck8,820,1,2,retained,0.33457642793655396,0.3410908281803131,-2.5703125,-3.59375,-0.006514400243759155,1.0234375,False,True,lucky_pair
RMU-LAT,ck8,820,1,3,retained,0.33457642793655396,0.22840049862861633,-2.5703125,-4.0234375,0.10617592930793762,1.453125,True,True,retained_pair
RMU-LAT,ck8,821,3,0,retained,0.4438371956348419,0.06888148188591003,3.091796875,1.5234375,0.3749557137489319,1.568359375,True,True,retained_pair
RMU-LAT,ck8,821,3,1,retained,0.4438371956348419,0.18186940252780914,3.091796875,2.103515625,0.2619677931070328,0.98828125,True,True,retained_pair
RMU-LAT,ck8,821,3,2,retained,0.4438371956348419,0.30190443992614746,3.091796875,2.7568359375,0.14193275570869446,0.3349609375,True,True,retained_pair
RMU-LAT,ck8,824,2,0,lucky,0.07494032382965088,0.1544685959815979,2.125,1.75390625,-0.07952827215194702,0.37109375,False,True,lucky_pair
RMU-LAT,ck8,824,2,1,lucky,0.07494032382965088,0.09428085386753082,2.125,1.966796875,-0.019340530037879944,0.158203125,False,True,lucky_pair
RMU-LAT,ck8,824,2,3,lucky,0.07494032382965088,0.06685872375965118,2.125,1.763671875,0.008081600069999695,0.361328125,True,True,retained_pair
RMU-LAT,ck8,830,2,0,retained,0.2293812334537506,0.1210050955414772,2.0390625,1.72265625,0.10837613791227341,0.31640625,True,True,retained_pair
RMU-LAT,ck8,830,2,1,retained,0.2293812334537506,0.384052574634552,2.0390625,2.189453125,-0.1546713411808014,-0.150390625,False,False,forgotten_pair
RMU-LAT,ck8,830,2,3,retained,0.2293812334537506,0.031316839158535004,2.0390625,0.61328125,0.1980643942952156,1.42578125,True,True,retained_pair
RMU-LAT,ck8,831,3,0,retained,0.5415550470352173,0.38180944323539734,-0.32421875,-3.5,0.15974560379981995,3.17578125,True,True,retained_pair
RMU-LAT,ck8,831,3,1,retained,0.5415550470352173,0.2808070182800293,-0.32421875,-0.984375,0.260748028755188,0.66015625,True,True,retained_pair
RMU-LAT,ck8,831,3,2,retained,0.5415550470352173,0.5261924266815186,-0.32421875,-2.921875,0.01536262035369873,2.59765625,True,True,retained_pair
RMU-LAT,ck8,836,1,0,lucky,0.11077602952718735,0.060950104147195816,2.21875,-0.62890625,0.04982592537999153,2.84765625,True,True,retained_pair
RMU-LAT,ck8,836,1,2,lucky,0.11077602952718735,0.08463236689567566,2.21875,-0.06640625,0.026143662631511688,2.28515625,True,True,retained_pair
RMU-LAT,ck8,836,1,3,lucky,0.11077602952718735,0.12749208509922028,2.21875,1.140625,-0.01671605557203293,1.078125,False,True,lucky_pair
RMU-LAT,ck8,837,2,0,lucky,0.2713818848133087,0.2323354333639145,-3.953125,-4.0859375,0.039046451449394226,0.1328125,True,True,retained_pair
RMU-LAT,ck8,837,2,1,lucky,0.2713818848133087,0.2853673994541168,-3.953125,-4.0234375,-0.013985514640808105,0.0703125,False,True,lucky_pair
RMU-LAT,ck8,837,2,3,lucky,0.2713818848133087,0.21992096304893494,-3.953125,-4.5859375,0.05146092176437378,0.6328125,True,True,retained_pair
RMU-LAT,ck8,838,2,0,suppressed,0.29891103506088257,0.22609269618988037,-3.484375,-4.3984375,0.0728183388710022,0.9140625,True,True,retained_pair
RMU-LAT,ck8,838,2,1,suppressed,0.29891103506088257,0.3665951192378998,-3.484375,-3.265625,-0.06768408417701721,-0.21875,False,False,forgotten_pair
RMU-LAT,ck8,838,2,3,suppressed,0.29891103506088257,0.29536572098731995,-3.484375,-3.25,0.003545314073562622,-0.234375,True,False,hidden_pair
RMU-LAT,ck8,840,0,1,retained,0.4257936477661133,0.3394155204296112,1.515625,-2.03125,0.08637812733650208,3.546875,True,True,retained_pair
RMU-LAT,ck8,840,0,2,retained,0.4257936477661133,0.3470645546913147,1.515625,-3.546875,0.07872909307479858,5.0625,True,True,retained_pair
RMU-LAT,ck8,840,0,3,retained,0.4257936477661133,0.575641930103302,1.515625,0.37109375,-0.14984828233718872,1.14453125,False,True,lucky_pair
RMU-LAT,ck8,842,1,0,retained,0.3918152451515198,0.31649839878082275,-0.1953125,-0.078125,0.07531684637069702,-0.1171875,True,False,hidden_pair
RMU-LAT,ck8,842,1,2,retained,0.3918152451515198,0.24252949655056,-0.1953125,-0.671875,0.14928574860095978,0.4765625,True,True,retained_pair
RMU-LAT,ck8,842,1,3,retained,0.3918152451515198,0.16226543486118317,-0.1953125,-0.35546875,0.2295498102903366,0.16015625,True,True,retained_pair
RMU-LAT,ck8,843,2,0,lucky,0.20206600427627563,0.18533092737197876,0.41015625,-0.40625,0.016735076904296875,0.81640625,True,True,retained_pair
RMU-LAT,ck8,843,2,1,lucky,0.20206600427627563,0.22143524885177612,0.41015625,-0.78125,-0.01936924457550049,1.19140625,False,True,lucky_pair
RMU-LAT,ck8,843,2,3,lucky,0.20206600427627563,0.12375040352344513,0.41015625,-0.8828125,0.0783156007528305,1.29296875,True,True,retained_pair
RMU-LAT,ck8,851,2,0,retained,0.32219380140304565,0.34731897711753845,-3.453125,-3.9140625,-0.025125175714492798,0.4609375,False,True,lucky_pair
RMU-LAT,ck8,851,2,1,retained,0.32219380140304565,0.221103236079216,-3.453125,-4.234375,0.10109056532382965,0.78125,True,True,retained_pair
RMU-LAT,ck8,851,2,3,retained,0.32219380140304565,0.16643108427524567,-3.453125,-3.640625,0.1557627171278,0.1875,True,True,retained_pair
RMU-LAT,ck8,852,3,0,retained,0.41133564710617065,0.25960230827331543,-3.1015625,-3.9921875,0.15173333883285522,0.890625,True,True,retained_pair
RMU-LAT,ck8,852,3,1,retained,0.41133564710617065,0.24262191355228424,-3.1015625,-3.90625,0.1687137335538864,0.8046875,True,True,retained_pair
RMU-LAT,ck8,852,3,2,retained,0.41133564710617065,0.2235327661037445,-3.1015625,-3.8359375,0.18780288100242615,0.734375,True,True,retained_pair
RMU-LAT,ck8,853,1,0,retained,0.4688192903995514,0.3339599072933197,-3.2890625,-3.625,0.1348593831062317,0.3359375,True,True,retained_pair
RMU-LAT,ck8,853,1,2,retained,0.4688192903995514,0.42342156171798706,-3.2890625,-3.1484375,0.04539772868156433,-0.140625,True,False,hidden_pair
RMU-LAT,ck8,853,1,3,retained,0.4688192903995514,0.3901101350784302,-3.2890625,-3.546875,0.07870915532112122,0.2578125,True,True,retained_pair
RMU-LAT,ck8,855,1,0,retained,0.2089722901582718,0.1386328637599945,-0.1875,-1.6328125,0.07033942639827728,1.4453125,True,True,retained_pair
RMU-LAT,ck8,855,1,2,retained,0.2089722901582718,0.1725664585828781,-0.1875,-0.46875,0.03640583157539368,0.28125,True,True,retained_pair
RMU-LAT,ck8,855,1,3,retained,0.2089722901582718,0.12049657106399536,-0.1875,-1.265625,0.08847571909427643,1.078125,True,True,retained_pair
RMU-LAT,ck8,860,0,1,retained,0.41042181849479675,0.3530103862285614,-2.8359375,-3.234375,0.05741143226623535,0.3984375,True,True,retained_pair
RMU-LAT,ck8,860,0,2,retained,0.41042181849479675,0.2678401470184326,-2.8359375,-3.2421875,0.14258167147636414,0.40625,True,True,retained_pair
RMU-LAT,ck8,860,0,3,retained,0.41042181849479675,0.2985835075378418,-2.8359375,-3.5078125,0.11183831095695496,0.671875,True,True,retained_pair
RMU-LAT,ck8,861,3,0,retained,0.4994688630104065,0.06918089836835861,-3.65625,-8.0703125,0.4302879646420479,4.4140625,True,True,retained_pair
RMU-LAT,ck8,861,3,1,retained,0.4994688630104065,0.2985924780368805,-3.65625,-5.03125,0.200876384973526,1.375,True,True,retained_pair
RMU-LAT,ck8,861,3,2,retained,0.4994688630104065,0.15146976709365845,-3.65625,-6.390625,0.34799909591674805,2.734375,True,True,retained_pair
RMU-LAT,ck8,863,2,0,forgotten,0.20154011249542236,0.3286571800708771,-5.1171875,-4.046875,-0.1271170675754547,-1.0703125,False,False,forgotten_pair
RMU-LAT,ck8,863,2,1,forgotten,0.20154011249542236,0.14813511073589325,-5.1171875,-5.4453125,0.053405001759529114,0.328125,True,True,retained_pair
RMU-LAT,ck8,863,2,3,forgotten,0.20154011249542236,0.32759904861450195,-5.1171875,-4.09375,-0.1260589361190796,-1.0234375,False,False,forgotten_pair
RMU-LAT,ck8,867,3,0,retained,0.2827497124671936,0.046417925506830215,1.45703125,0.48828125,0.2363317869603634,0.96875,True,True,retained_pair
RMU-LAT,ck8,867,3,1,retained,0.2827497124671936,0.039782483130693436,1.45703125,-0.16015625,0.24296722933650017,1.6171875,True,True,retained_pair
RMU-LAT,ck8,867,3,2,retained,0.2827497124671936,0.03279544413089752,1.45703125,0.140625,0.24995426833629608,1.31640625,True,True,retained_pair
RMU-LAT,ck8,869,2,0,retained,0.6450042724609375,0.14575302600860596,0.4765625,-2.9609375,0.49925124645233154,3.4375,True,True,retained_pair
RMU-LAT,ck8,869,2,1,retained,0.6450042724609375,0.1410520076751709,0.4765625,-3.5859375,0.5039522647857666,4.0625,True,True,retained_pair
RMU-LAT,ck8,869,2,3,retained,0.6450042724609375,0.0825720801949501,0.4765625,-1.9921875,0.5624321922659874,2.46875,True,True,retained_pair
RMU-LAT,ck8,871,2,0,lucky,0.0804768055677414,0.23779407143592834,0.4375,-0.15625,-0.15731726586818695,0.59375,False,True,lucky_pair
RMU-LAT,ck8,871,2,1,lucky,0.0804768055677414,0.05219758301973343,0.4375,0.908203125,0.028279222548007965,-0.470703125,True,False,hidden_pair
RMU-LAT,ck8,871,2,3,lucky,0.0804768055677414,0.3227769434452057,0.4375,-0.453125,-0.2423001378774643,0.890625,False,True,lucky_pair
RMU-LAT,ck8,873,0,1,lucky,0.28397461771965027,0.2637796103954315,-3.9453125,-3.9140625,0.02019500732421875,-0.03125,True,False,hidden_pair
RMU-LAT,ck8,873,0,2,lucky,0.28397461771965027,0.29220643639564514,-3.9453125,-4.0390625,-0.008231818675994873,0.09375,False,True,lucky_pair
RMU-LAT,ck8,873,0,3,lucky,0.28397461771965027,0.25870001316070557,-3.9453125,-4.3125,0.025274604558944702,0.3671875,True,True,retained_pair
RMU-LAT,ck8,877,3,0,lucky,0.20753346383571625,0.2360905408859253,-3.296875,-3.5390625,-0.028557077050209045,0.2421875,False,True,lucky_pair
RMU-LAT,ck8,877,3,1,lucky,0.20753346383571625,0.19694358110427856,-3.296875,-3.296875,0.010589882731437683,0.0,True,False,hidden_pair
RMU-LAT,ck8,877,3,2,lucky,0.20753346383571625,0.24983003735542297,-3.296875,-3.671875,-0.042296573519706726,0.375,False,True,lucky_pair
RMU-LAT,ck8,880,3,0,suppressed,0.3462182283401489,0.27990683913230896,-3.75,-3.7109375,0.06631138920783997,-0.0390625,True,False,hidden_pair
RMU-LAT,ck8,880,3,1,suppressed,0.3462182283401489,0.25884273648262024,-3.75,-3.7421875,0.08737549185752869,-0.0078125,True,False,hidden_pair
RMU-LAT,ck8,880,3,2,suppressed,0.3462182283401489,0.3530932068824768,-3.75,-3.734375,-0.006874978542327881,-0.015625,False,False,forgotten_pair
RMU-LAT,ck8,882,2,0,retained,0.3602665662765503,0.257165789604187,-3.2265625,-3.796875,0.10310077667236328,0.5703125,True,True,retained_pair
RMU-LAT,ck8,882,2,1,retained,0.3602665662765503,0.18204262852668762,-3.2265625,-3.890625,0.17822393774986267,0.6640625,True,True,retained_pair
RMU-LAT,ck8,882,2,3,retained,0.3602665662765503,0.13774657249450684,-3.2265625,-5.078125,0.22251999378204346,1.8515625,True,True,retained_pair
RMU-LAT,ck8,884,3,0,retained,0.4350329339504242,0.08257635682821274,-3.796875,-7.4921875,0.35245657712221146,3.6953125,True,True,retained_pair
RMU-LAT,ck8,884,3,1,retained,0.4350329339504242,0.16619497537612915,-3.796875,-5.7890625,0.26883795857429504,1.9921875,True,True,retained_pair
RMU-LAT,ck8,884,3,2,retained,0.4350329339504242,0.18931862711906433,-3.796875,-6.0546875,0.24571430683135986,2.2578125,True,True,retained_pair
RMU-LAT,ck8,888,2,0,retained,0.38959819078445435,0.26812633872032166,-2.5703125,-3.671875,0.12147185206413269,1.1015625,True,True,retained_pair
RMU-LAT,ck8,888,2,1,retained,0.38959819078445435,0.33374354243278503,-2.5703125,-3.03125,0.05585464835166931,0.4609375,True,True,retained_pair
RMU-LAT,ck8,888,2,3,retained,0.38959819078445435,0.37634578347206116,-2.5703125,-2.8359375,0.013252407312393188,0.265625,True,True,retained_pair
RMU-LAT,ck8,889,2,0,retained,0.3405902087688446,0.29455283284187317,-1.0703125,-1.2109375,0.046037375926971436,0.140625,True,True,retained_pair
RMU-LAT,ck8,889,2,1,retained,0.3405902087688446,0.19913709163665771,-1.0703125,-2.234375,0.1414531171321869,1.1640625,True,True,retained_pair
RMU-LAT,ck8,889,2,3,retained,0.3405902087688446,0.28834328055381775,-1.0703125,-3.25,0.052246928215026855,2.1796875,True,True,retained_pair
RMU-LAT,ck8,893,2,0,retained,0.5358232855796814,0.37579554319381714,-0.875,-1.625,0.16002774238586426,0.75,True,True,retained_pair
RMU-LAT,ck8,893,2,1,retained,0.5358232855796814,0.36657416820526123,-0.875,-2.84375,0.16924911737442017,1.96875,True,True,retained_pair
RMU-LAT,ck8,893,2,3,retained,0.5358232855796814,0.44837331771850586,-0.875,-2.0390625,0.08744996786117554,1.1640625,True,True,retained_pair
RMU-LAT,ck8,894,3,0,suppressed,0.28962838649749756,0.18514949083328247,-3.5234375,-3.71875,0.10447889566421509,0.1953125,True,True,retained_pair
RMU-LAT,ck8,894,3,1,suppressed,0.28962838649749756,0.21402131021022797,-3.5234375,-2.7890625,0.07560707628726959,-0.734375,True,False,hidden_pair
RMU-LAT,ck8,894,3,2,suppressed,0.28962838649749756,0.21451452374458313,-3.5234375,-3.515625,0.07511386275291443,-0.0078125,True,False,hidden_pair
RMU-LAT,ck8,900,3,0,retained,0.2413104921579361,0.10376982390880585,-5.25,-6.7265625,0.13754066824913025,1.4765625,True,True,retained_pair
RMU-LAT,ck8,900,3,1,retained,0.2413104921579361,0.058283936232328415,-5.25,-7.6484375,0.18302655592560768,2.3984375,True,True,retained_pair
RMU-LAT,ck8,900,3,2,retained,0.2413104921579361,0.20251281559467316,-5.25,-5.3359375,0.03879767656326294,0.0859375,True,True,retained_pair
RMU-LAT,ck8,903,0,1,retained,0.7575585842132568,0.3304726779460907,-0.140625,-3.2578125,0.42708590626716614,3.1171875,True,True,retained_pair
RMU-LAT,ck8,903,0,2,retained,0.7575585842132568,0.6184641718864441,-0.140625,-0.25,0.13909441232681274,0.109375,True,True,retained_pair
RMU-LAT,ck8,903,0,3,retained,0.7575585842132568,0.47867175936698914,-0.140625,-0.30859375,0.2788868248462677,0.16796875,True,True,retained_pair
RMU-LAT,ck8,906,2,0,forgotten,0.19507810473442078,0.2819537818431854,-4.359375,-2.7109375,-0.08687567710876465,-1.6484375,False,False,forgotten_pair
RMU-LAT,ck8,906,2,1,forgotten,0.19507810473442078,0.20144665241241455,-4.359375,-3.3515625,-0.006368547677993774,-1.0078125,False,False,forgotten_pair
RMU-LAT,ck8,906,2,3,forgotten,0.19507810473442078,0.30315548181533813,-4.359375,-2.6328125,-0.10807737708091736,-1.7265625,False,False,forgotten_pair
RMU-LAT,ck8,908,1,0,retained,0.30296555161476135,0.30806827545166016,-4.0234375,-4.1640625,-0.005102723836898804,0.140625,False,True,lucky_pair
RMU-LAT,ck8,908,1,2,retained,0.30296555161476135,0.2482999563217163,-4.0234375,-4.7265625,0.054665595293045044,0.703125,True,True,retained_pair
RMU-LAT,ck8,908,1,3,retained,0.30296555161476135,0.22650110721588135,-4.0234375,-4.96875,0.07646444439888,0.9453125,True,True,retained_pair
RMU-LAT,ck8,912,2,0,retained,0.6602948904037476,0.21696268022060394,-1.5234375,-4.8046875,0.4433322101831436,3.28125,True,True,retained_pair
RMU-LAT,ck8,912,2,1,retained,0.6602948904037476,0.19160860776901245,-1.5234375,-5.078125,0.4686862826347351,3.5546875,True,True,retained_pair
RMU-LAT,ck8,912,2,3,retained,0.6602948904037476,0.23271594941616058,-1.5234375,-4.9140625,0.427578940987587,3.390625,True,True,retained_pair
RMU-LAT,ck8,915,0,1,suppressed,0.259193480014801,0.21094714105129242,-0.8359375,-0.09375,0.048246338963508606,-0.7421875,True,False,hidden_pair
RMU-LAT,ck8,915,0,2,suppressed,0.259193480014801,0.29671308398246765,-0.8359375,-1.171875,-0.037519603967666626,0.3359375,False,True,lucky_pair
RMU-LAT,ck8,915,0,3,suppressed,0.259193480014801,0.11811661720275879,-0.8359375,0.0625,0.14107686281204224,-0.8984375,True,False,hidden_pair
RMU-LAT,ck8,916,3,0,lucky,0.38947755098342896,0.2745687961578369,-3.5,-4.734375,0.11490875482559204,1.234375,True,True,retained_pair
RMU-LAT,ck8,916,3,1,lucky,0.38947755098342896,0.38124170899391174,-3.5,-3.578125,0.008235841989517212,0.078125,True,True,retained_pair
RMU-LAT,ck8,916,3,2,lucky,0.38947755098342896,0.40641987323760986,-3.5,-3.8984375,-0.016942322254180908,0.3984375,False,True,lucky_pair
RMU-LAT,ck8,917,2,0,suppressed,0.24326585233211517,0.20768992602825165,-2.90625,-2.9453125,0.035575926303863525,0.0390625,True,True,retained_pair
RMU-LAT,ck8,917,2,1,suppressed,0.24326585233211517,0.2404504418373108,-2.90625,-2.6796875,0.0028154104948043823,-0.2265625,True,False,hidden_pair
RMU-LAT,ck8,917,2,3,suppressed,0.24326585233211517,0.15044178068637848,-2.90625,-1.2578125,0.0928240716457367,-1.6484375,True,False,hidden_pair
RMU-LAT,ck8,919,1,0,forgotten,0.14950352907180786,0.14498095214366913,-5.40625,-5.3671875,0.004522576928138733,-0.0390625,True,False,hidden_pair
RMU-LAT,ck8,919,1,2,forgotten,0.14950352907180786,0.2688060402870178,-5.40625,-4.3515625,-0.11930251121520996,-1.0546875,False,False,forgotten_pair
RMU-LAT,ck8,919,1,3,forgotten,0.14950352907180786,0.35904085636138916,-5.40625,-3.390625,-0.2095373272895813,-2.015625,False,False,forgotten_pair
RMU-LAT,ck8,921,3,0,forgotten,0.5836344957351685,0.4838898479938507,-1.234375,-1.0859375,0.09974464774131775,-0.1484375,True,False,hidden_pair
RMU-LAT,ck8,921,3,1,forgotten,0.5836344957351685,0.5238920450210571,-1.234375,-1.34375,0.05974245071411133,0.109375,True,True,retained_pair
RMU-LAT,ck8,921,3,2,forgotten,0.5836344957351685,0.5605095028877258,-1.234375,-1.06640625,0.023124992847442627,-0.16796875,True,False,hidden_pair
RMU-LAT,ck8,924,3,0,retained,0.4373173713684082,0.08039369434118271,-4.640625,-7.4296875,0.3569236770272255,2.7890625,True,True,retained_pair
RMU-LAT,ck8,924,3,1,retained,0.4373173713684082,0.12713821232318878,-4.640625,-6.7109375,0.3101791590452194,2.0703125,True,True,retained_pair
RMU-LAT,ck8,924,3,2,retained,0.4373173713684082,0.11970033496618271,-4.640625,-6.84375,0.3176170364022255,2.203125,True,True,retained_pair
RMU-LAT,ck8,926,1,0,lucky,0.032297417521476746,0.04880419373512268,-0.99609375,-1.33984375,-0.016506776213645935,0.34375,False,True,lucky_pair
RMU-LAT,ck8,926,1,2,lucky,0.032297417521476746,0.06166011095046997,-0.99609375,-1.51953125,-0.029362693428993225,0.5234375,False,True,lucky_pair
RMU-LAT,ck8,926,1,3,lucky,0.032297417521476746,0.03969583287835121,-0.99609375,-0.84375,-0.007398415356874466,-0.15234375,False,False,forgotten_pair
RMU-LAT,ck8,928,0,1,suppressed,0.6429934501647949,0.12543606758117676,0.42578125,1.84765625,0.5175573825836182,-1.421875,True,False,hidden_pair
RMU-LAT,ck8,928,0,2,suppressed,0.6429934501647949,0.15000058710575104,0.42578125,2.1640625,0.4929928630590439,-1.73828125,True,False,hidden_pair
RMU-LAT,ck8,928,0,3,suppressed,0.6429934501647949,0.13369590044021606,0.42578125,1.9140625,0.5092975497245789,-1.48828125,True,False,hidden_pair
RMU-LAT,ck8,933,0,1,retained,0.2753201127052307,0.07994373142719269,-4.4296875,-7.7265625,0.19537638127803802,3.296875,True,True,retained_pair
RMU-LAT,ck8,933,0,2,retained,0.2753201127052307,0.09121998399496078,-4.4296875,-8.2578125,0.18410012871026993,3.828125,True,True,retained_pair
RMU-LAT,ck8,933,0,3,retained,0.2753201127052307,0.02267574518918991,-4.4296875,-9.8515625,0.2526443675160408,5.421875,True,True,retained_pair
RMU-LAT,ck8,944,1,0,retained,0.32522475719451904,0.245835542678833,-3.7890625,-4.6640625,0.07938921451568604,0.875,True,True,retained_pair
RMU-LAT,ck8,944,1,2,retained,0.32522475719451904,0.32500895857810974,-3.7890625,-3.796875,0.00021579861640930176,0.0078125,True,True,retained_pair
RMU-LAT,ck8,944,1,3,retained,0.32522475719451904,0.24889318645000458,-3.7890625,-4.640625,0.07633157074451447,0.8515625,True,True,retained_pair
RMU-LAT,ck8,946,1,0,retained,0.34123411774635315,0.31248217821121216,-4.7578125,-4.4921875,0.02875193953514099,-0.265625,True,False,hidden_pair
RMU-LAT,ck8,946,1,2,retained,0.34123411774635315,0.12639905512332916,-4.7578125,-6.1171875,0.214835062623024,1.359375,True,True,retained_pair
RMU-LAT,ck8,946,1,3,retained,0.34123411774635315,0.1849530041217804,-4.7578125,-5.3046875,0.15628111362457275,0.546875,True,True,retained_pair
RMU-LAT,ck8,947,0,1,retained,0.2096145749092102,0.2111831158399582,-2.390625,-3.0390625,-0.0015685409307479858,0.6484375,False,True,lucky_pair
RMU-LAT,ck8,947,0,2,retained,0.2096145749092102,0.20451857149600983,-2.390625,-2.703125,0.005096003413200378,0.3125,True,True,retained_pair
RMU-LAT,ck8,947,0,3,retained,0.2096145749092102,0.18727990984916687,-2.390625,-2.984375,0.022334665060043335,0.59375,True,True,retained_pair
RMU-LAT,ck8,949,0,1,suppressed,0.272566020488739,0.10982581228017807,-0.7578125,0.18359375,0.16274020820856094,-0.94140625,True,False,hidden_pair
RMU-LAT,ck8,949,0,2,suppressed,0.272566020488739,0.37200504541397095,-0.7578125,-0.4765625,-0.09943902492523193,-0.28125,False,False,forgotten_pair
RMU-LAT,ck8,949,0,3,suppressed,0.272566020488739,0.267200767993927,-0.7578125,-1.796875,0.005365252494812012,1.0390625,True,True,retained_pair
RMU-LAT,ck8,951,3,0,retained,0.6037690043449402,0.5110872983932495,0.265625,-0.2109375,0.09268170595169067,0.4765625,True,True,retained_pair
RMU-LAT,ck8,951,3,1,retained,0.6037690043449402,0.5761209726333618,0.265625,0.12109375,0.02764803171157837,0.14453125,True,True,retained_pair
RMU-LAT,ck8,951,3,2,retained,0.6037690043449402,0.36993953585624695,0.265625,-0.2265625,0.23382946848869324,0.4921875,True,True,retained_pair
RMU-LAT,ck8,956,1,0,retained,0.3391077518463135,0.12405973672866821,-3.28125,-5.7890625,0.21504801511764526,2.5078125,True,True,retained_pair
RMU-LAT,ck8,956,1,2,retained,0.3391077518463135,0.2026895135641098,-3.28125,-4.4140625,0.13641823828220367,1.1328125,True,True,retained_pair
RMU-LAT,ck8,956,1,3,retained,0.3391077518463135,0.18083307147026062,-3.28125,-4.8984375,0.15827468037605286,1.6171875,True,True,retained_pair
RMU-LAT,ck8,960,2,0,suppressed,0.41002434492111206,0.4588870704174042,-3.6796875,-2.9765625,-0.048862725496292114,-0.703125,False,False,forgotten_pair
RMU-LAT,ck8,960,2,1,suppressed,0.41002434492111206,0.432226300239563,-3.6796875,-2.7578125,-0.022201955318450928,-0.921875,False,False,forgotten_pair
